artifact,field,n,missing_mask_differences,changed_records,max_absolute_difference,tolerance,judgement
derived/vasopressor_liberation_features_stage7.parquet,zero_nee_grid_pct_6h,12015,0,0,0.0,1e-10,match
derived/vasopressor_liberation_features_stage7.parquet,modified_shock_index_last,12015,0,0,0.0,1e-10,match
derived/vasopressor_liberation_features_stage7.parquet,nee_last_to_max_ratio,12015,0,0,0.0,1e-10,match
scope_corrected/restricted/stage18_post_audit_scope_corrected_cohort.parquet,prior_corrected_status,11939,0,0,,1e-10,match
scope_corrected/restricted/stage18_post_audit_scope_corrected_cohort.parquet,subject_id,11939,0,0,0.0,1e-10,match
scope_corrected/restricted/stage18_post_audit_scope_corrected_cohort.parquet,hadm_id,11939,0,0,0.0,1e-10,match
scope_corrected/restricted/stage18_post_audit_scope_corrected_cohort.parquet,episode_id,11939,0,0,0.0,1e-10,match
scope_corrected/restricted/stage18_post_audit_scope_corrected_cohort.parquet,episode_start,11939,0,0,,1e-10,match
scope_corrected/restricted/stage18_post_audit_scope_corrected_cohort.parquet,episode_end,11939,0,0,,1e-10,match
scope_corrected/restricted/stage18_post_audit_scope_corrected_cohort.parquet,terminal_status,11939,0,0,,1e-10,match
scope_corrected/restricted/stage18_post_audit_scope_corrected_cohort.parquet,terminal_drug,11939,0,0,,1e-10,match
scope_corrected/restricted/stage18_post_audit_scope_corrected_cohort.parquet,source_records,11939,0,0,0.0,1e-10,match
scope_corrected/restricted/stage18_post_audit_scope_corrected_cohort.parquet,distinct_drugs,11939,0,0,0.0,1e-10,match
scope_corrected/restricted/stage18_post_audit_scope_corrected_cohort.parquet,duration_hours,11939,0,0,0.0,1e-10,match
scope_corrected/restricted/stage18_post_audit_scope_corrected_cohort.parquet,intime,11939,0,0,,1e-10,match
scope_corrected/restricted/stage18_post_audit_scope_corrected_cohort.parquet,outtime,11939,0,0,,1e-10,match
scope_corrected/restricted/stage18_post_audit_scope_corrected_cohort.parquet,deathtime,11939,0,0,,1e-10,match
scope_corrected/restricted/stage18_post_audit_scope_corrected_cohort.parquet,death_24h,11939,0,0,0.0,1e-10,match
scope_corrected/restricted/stage18_post_audit_scope_corrected_cohort.parquet,candidate_number,11939,0,0,0.0,1e-10,match
scope_corrected/restricted/stage18_post_audit_scope_corrected_cohort.parquet,strict_24h_observable,11939,0,0,0.0,1e-10,match
scope_corrected/restricted/stage18_post_audit_scope_corrected_cohort.parquet,early_alive_icu_exit,11939,0,0,0.0,1e-10,match
scope_corrected/restricted/stage18_post_audit_scope_corrected_cohort.parquet,gender,11939,0,0,,1e-10,match
scope_corrected/restricted/stage18_post_audit_scope_corrected_cohort.parquet,age,11939,0,0,0.0,1e-10,match
scope_corrected/restricted/stage18_post_audit_scope_corrected_cohort.parquet,race,11939,0,0,,1e-10,match
scope_corrected/restricted/stage18_post_audit_scope_corrected_cohort.parquet,admission_type,11939,0,0,,1e-10,match
scope_corrected/restricted/stage18_post_audit_scope_corrected_cohort.parquet,insurance,11939,0,0,,1e-10,match
scope_corrected/restricted/stage18_post_audit_scope_corrected_cohort.parquet,marital_status,11939,0,0,,1e-10,match
scope_corrected/restricted/stage18_post_audit_scope_corrected_cohort.parquet,stopped_attempt_number,11939,0,0,0.0,1e-10,match
scope_corrected/restricted/stage18_post_audit_scope_corrected_cohort.parquet,latest_pre_code_status,11939,0,0,,1e-10,match
scope_corrected/restricted/stage18_post_audit_scope_corrected_cohort.parquet,code_status_documented_before_stop,11939,0,0,0.0,1e-10,match
scope_corrected/restricted/stage18_post_audit_scope_corrected_cohort.parquet,cmo_active_at_stop,11939,0,0,0.0,1e-10,match
scope_corrected/restricted/stage18_post_audit_scope_corrected_cohort.parquet,any_cmo_before_stop,11939,0,0,0.0,1e-10,match
scope_corrected/restricted/stage18_post_audit_scope_corrected_cohort.parquet,cmo_within_1h_after_stop,11939,0,0,0.0,1e-10,match
scope_corrected/restricted/stage18_post_audit_scope_corrected_cohort.parquet,any_dnr_dni_before_stop,11939,0,0,0.0,1e-10,match
scope_corrected/restricted/stage18_post_audit_scope_corrected_cohort.parquet,dnr_dni_active_at_stop,11939,0,0,0.0,1e-10,match
scope_corrected/restricted/stage18_post_audit_scope_corrected_cohort.parquet,time_to_death_hours,11939,0,0,0.0,1e-10,match
scope_corrected/restricted/stage18_post_audit_scope_corrected_cohort.parquet,anchor_year_group,11939,0,0,,1e-10,match
scope_corrected/restricted/stage18_post_audit_scope_corrected_cohort.parquet,cross_icu_restart_time,11939,0,0,,1e-10,match
scope_corrected/restricted/stage18_post_audit_scope_corrected_cohort.parquet,subsequent_stay_id,11939,0,0,0.0,1e-10,match
scope_corrected/restricted/stage18_post_audit_scope_corrected_cohort.parquet,subsequent_hadm_id,11939,0,0,0.0,1e-10,match
scope_corrected/restricted/stage18_post_audit_scope_corrected_cohort.parquet,newly_detected_cross_icu_restart,11939,0,0,0.0,1e-10,match
scope_corrected/restricted/stage18_post_audit_scope_corrected_cohort.parquet,same_hospitalization_cross_icu_restart,11939,0,0,0.0,1e-10,match
scope_corrected/restricted/stage18_post_audit_scope_corrected_cohort.parquet,restart_24h,11939,0,0,0.0,1e-10,match
scope_corrected/restricted/stage18_post_audit_scope_corrected_cohort.parquet,next_episode_start,11939,0,0,,1e-10,match
scope_corrected/restricted/stage18_post_audit_scope_corrected_cohort.parquet,failure_24h,11939,0,0,0.0,1e-10,match
scope_corrected/restricted/stage18_post_audit_scope_corrected_cohort.parquet,both_events_24h,11939,0,0,0.0,1e-10,match
scope_corrected/restricted/stage18_post_audit_scope_corrected_cohort.parquet,simultaneous_events,11939,0,0,0.0,1e-10,match
scope_corrected/restricted/stage18_post_audit_scope_corrected_cohort.parquet,competing_outcome,11939,0,0,,1e-10,match
scope_corrected/restricted/stage18_post_audit_scope_corrected_cohort.parquet,competing_outcome_code,11939,0,0,0.0,1e-10,match
scope_corrected/restricted/stage18_post_audit_scope_corrected_cohort.parquet,time_to_first_event_hours,11939,0,0,0.0,1e-10,match
scope_corrected/restricted/stage18_post_audit_scope_corrected_cohort.parquet,time_to_restart_hours,11939,0,0,0.0,1e-10,match
scope_corrected/restricted/stage18_post_audit_scope_corrected_cohort.parquet,raw_dischtime,11939,0,0,,1e-10,match
scope_corrected/restricted/stage18_post_audit_scope_corrected_cohort.parquet,raw_deathtime,11939,0,0,,1e-10,match
scope_corrected/restricted/stage18_post_audit_scope_corrected_cohort.parquet,raw_hospital_expire_flag,11939,0,0,0.0,1e-10,match
scope_corrected/restricted/stage18_post_audit_scope_corrected_cohort.parquet,corrected_analysis_split,11939,0,0,,1e-10,match
scope_corrected/restricted/stage18_post_audit_scope_corrected_cohort.parquet,corrected_death_in_24h,11939,0,0,0.0,1e-10,match
scope_corrected/restricted/stage18_post_audit_scope_corrected_cohort.parquet,restart_time_at_or_before_origin,11939,0,0,0.0,1e-10,match
scope_corrected/restricted/stage18_post_audit_scope_corrected_cohort.parquet,origin_status,11939,0,0,,1e-10,match
scope_corrected/restricted/stage18_post_audit_scope_corrected_cohort.parquet,initial_within_stay_restart,11939,0,0,,1e-10,match
scope_corrected/restricted/stage18_post_audit_scope_corrected_cohort.parquet,first_same_hadm_cross_icu_restart,11939,0,0,,1e-10,match
scope_corrected/restricted/stage18_post_audit_scope_corrected_cohort.parquet,scoped_restart_time,11939,0,0,,1e-10,match
scope_corrected/restricted/stage18_post_audit_scope_corrected_cohort.parquet,scope_corrected_status,11939,0,0,,1e-10,match
scope_corrected/restricted/stage18_post_audit_scope_corrected_cohort.parquet,corrected_restart_in_24h,11939,0,0,0.0,1e-10,match
scope_corrected/restricted/stage18_post_audit_scope_corrected_cohort.parquet,corrected_status,11939,0,0,,1e-10,match
scope_corrected/restricted/stage18_post_audit_scope_corrected_cohort.parquet,corrected_outcome_code,11939,0,0,0.0,1e-10,match
scope_corrected/restricted/stage18_post_audit_scope_corrected_cohort.parquet,primary_analysis_include,11939,0,0,0.0,1e-10,match
scope_corrected/restricted/stage18_post_audit_scope_corrected_cohort.parquet,strict_sensitivity_include,11939,0,0,0.0,1e-10,match
ablation__source__corrected_primary__harmonized_dynamic_vitals.json,independently_retrained_predictions,689,0,0,0.0,1e-10,match
ablation__source__corrected_primary__harmonized_last_values.json,independently_retrained_predictions,689,0,0,0.0,1e-10,match
ablation__source__corrected_strict__harmonized_dynamic_vitals.json,independently_retrained_predictions,680,0,0,0.0,1e-10,match
ablation__source__corrected_strict__harmonized_last_values.json,independently_retrained_predictions,680,0,0,0.0,1e-10,match
mimic_primary__clinical_multinomial_logistic.json,independently_retrained_predictions,689,0,0,0.0,1e-10,match
mimic_primary__dynamic_multiclass_hgb.json,independently_retrained_predictions,689,0,0,0.0,1e-10,match
mimic_primary__dynamic_multinomial_logistic.json,independently_retrained_predictions,689,0,0,0.0,1e-10,match
mimic_primary__laboratory_extended_multiclass_hgb.json,independently_retrained_predictions,689,0,0,0.0,1e-10,match
mimic_strict__clinical_multinomial_logistic.json,independently_retrained_predictions,680,0,0,0.0,1e-10,match
mimic_strict__dynamic_multiclass_hgb.json,independently_retrained_predictions,680,0,0,0.0,1e-10,match
mimic_strict__dynamic_multinomial_logistic.json,independently_retrained_predictions,680,0,0,0.0,1e-10,match
mimic_strict__laboratory_extended_multiclass_hgb.json,independently_retrained_predictions,680,0,0,0.0,1e-10,match
cohort_counts.csv,n,12,0,0,0.0,1e-08,match
fixed_model_json_replay.csv,n,12,0,0,0.0,1e-08,match
fixed_model_json_replay.csv,max_absolute_prediction_difference,12,0,0,0.0,1e-08,match
fixed_model_json_replay.csv,tolerance,12,0,0,0.0,1e-08,match
fixed_model_json_replay.csv,judgement,12,0,0,,1e-08,match
mimic_primary_ablation_decision_curve.csv,net_benefit,16,0,0,0.0,1e-08,match
mimic_primary_ablation_patient_bootstrap_ci.csv,estimate,18,0,0,0.0,1e-08,match
mimic_primary_ablation_patient_bootstrap_ci.csv,ci_low,18,0,0,0.0,1e-08,match
mimic_primary_ablation_patient_bootstrap_ci.csv,ci_high,18,0,0,0.0,1e-08,match
mimic_primary_ablation_temporal_results.csv,training_n,6,0,0,0.0,1e-08,match
mimic_primary_ablation_temporal_results.csv,training_subjects,6,0,0,0.0,1e-08,match
mimic_primary_ablation_temporal_results.csv,test_n,6,0,0,0.0,1e-08,match
mimic_primary_ablation_temporal_results.csv,test_subjects,6,0,0,0.0,1e-08,match
mimic_primary_ablation_temporal_results.csv,test_events,6,0,0,0.0,1e-08,match
mimic_primary_ablation_temporal_results.csv,prevalence,6,0,0,0.0,1e-08,match
mimic_primary_ablation_temporal_results.csv,auroc,6,0,0,0.0,1e-08,match
mimic_primary_ablation_temporal_results.csv,auprc,6,0,0,0.0,1e-08,match
mimic_primary_ablation_temporal_results.csv,brier,6,0,0,0.0,1e-08,match
mimic_primary_ablation_temporal_results.csv,calibration_intercept,6,0,0,0.0,1e-08,match
mimic_primary_ablation_temporal_results.csv,calibration_slope,6,0,0,0.0,1e-08,match
mimic_primary_ablation_temporal_results.csv,multiclass_log_loss,6,0,0,0.0,1e-08,match
mimic_primary_ablation_temporal_results.csv,multiclass_brier,6,0,0,0.0,1e-08,match
mimic_primary_main_decision_curve.csv,net_benefit,24,0,0,0.0,1e-08,match
mimic_primary_main_paired_differences.csv,estimate,9,0,0,0.0,1e-08,match
mimic_primary_main_paired_differences.csv,ci_low,9,0,0,0.0,1e-08,match
mimic_primary_main_paired_differences.csv,ci_high,9,0,0,0.0,1e-08,match
mimic_primary_main_patient_bootstrap_ci.csv,estimate,36,0,0,0.0,1e-08,match
mimic_primary_main_patient_bootstrap_ci.csv,ci_low,36,0,0,0.0,1e-08,match
mimic_primary_main_patient_bootstrap_ci.csv,ci_high,36,0,0,0.0,1e-08,match
mimic_primary_main_temporal_results.csv,training_n,12,0,0,0.0,1e-08,match
mimic_primary_main_temporal_results.csv,training_subjects,12,0,0,0.0,1e-08,match
mimic_primary_main_temporal_results.csv,test_n,12,0,0,0.0,1e-08,match
mimic_primary_main_temporal_results.csv,test_subjects,12,0,0,0.0,1e-08,match
mimic_primary_main_temporal_results.csv,test_events,12,0,0,0.0,1e-08,match
mimic_primary_main_temporal_results.csv,prevalence,12,0,0,0.0,1e-08,match
mimic_primary_main_temporal_results.csv,auroc,12,0,0,0.0,1e-08,match
mimic_primary_main_temporal_results.csv,auprc,12,0,0,0.0,1e-08,match
mimic_primary_main_temporal_results.csv,brier,12,0,0,0.0,1e-08,match
mimic_primary_main_temporal_results.csv,calibration_intercept,12,0,0,0.0,1e-08,match
mimic_primary_main_temporal_results.csv,calibration_slope,12,0,0,0.0,1e-08,match
mimic_primary_main_temporal_results.csv,multiclass_log_loss,12,0,0,0.0,1e-08,match
mimic_primary_main_temporal_results.csv,multiclass_brier,12,0,0,0.0,1e-08,match
mimic_strict_ablation_decision_curve.csv,net_benefit,16,0,0,0.0,1e-08,match
mimic_strict_ablation_patient_bootstrap_ci.csv,estimate,18,0,0,0.0,1e-08,match
mimic_strict_ablation_patient_bootstrap_ci.csv,ci_low,18,0,0,0.0,1e-08,match
mimic_strict_ablation_patient_bootstrap_ci.csv,ci_high,18,0,0,0.0,1e-08,match
mimic_strict_ablation_temporal_results.csv,training_n,6,0,0,0.0,1e-08,match
mimic_strict_ablation_temporal_results.csv,training_subjects,6,0,0,0.0,1e-08,match
mimic_strict_ablation_temporal_results.csv,test_n,6,0,0,0.0,1e-08,match
mimic_strict_ablation_temporal_results.csv,test_subjects,6,0,0,0.0,1e-08,match
mimic_strict_ablation_temporal_results.csv,test_events,6,0,0,0.0,1e-08,match
mimic_strict_ablation_temporal_results.csv,prevalence,6,0,0,0.0,1e-08,match
mimic_strict_ablation_temporal_results.csv,auroc,6,0,0,0.0,1e-08,match
mimic_strict_ablation_temporal_results.csv,auprc,6,0,0,0.0,1e-08,match
mimic_strict_ablation_temporal_results.csv,brier,6,0,0,0.0,1e-08,match
mimic_strict_ablation_temporal_results.csv,calibration_intercept,6,0,0,0.0,1e-08,match
mimic_strict_ablation_temporal_results.csv,calibration_slope,6,0,0,0.0,1e-08,match
mimic_strict_ablation_temporal_results.csv,multiclass_log_loss,6,0,0,0.0,1e-08,match
mimic_strict_ablation_temporal_results.csv,multiclass_brier,6,0,0,0.0,1e-08,match
mimic_strict_main_decision_curve.csv,net_benefit,24,0,0,0.0,1e-08,match
mimic_strict_main_paired_differences.csv,estimate,9,0,0,0.0,1e-08,match
mimic_strict_main_paired_differences.csv,ci_low,9,0,0,0.0,1e-08,match
mimic_strict_main_paired_differences.csv,ci_high,9,0,0,0.0,1e-08,match
mimic_strict_main_patient_bootstrap_ci.csv,estimate,36,0,0,0.0,1e-08,match
mimic_strict_main_patient_bootstrap_ci.csv,ci_low,36,0,0,0.0,1e-08,match
mimic_strict_main_patient_bootstrap_ci.csv,ci_high,36,0,0,0.0,1e-08,match
mimic_strict_main_temporal_results.csv,training_n,12,0,0,0.0,1e-08,match
mimic_strict_main_temporal_results.csv,training_subjects,12,0,0,0.0,1e-08,match
mimic_strict_main_temporal_results.csv,test_n,12,0,0,0.0,1e-08,match
mimic_strict_main_temporal_results.csv,test_subjects,12,0,0,0.0,1e-08,match
mimic_strict_main_temporal_results.csv,test_events,12,0,0,0.0,1e-08,match
mimic_strict_main_temporal_results.csv,prevalence,12,0,0,0.0,1e-08,match
mimic_strict_main_temporal_results.csv,auroc,12,0,0,0.0,1e-08,match
mimic_strict_main_temporal_results.csv,auprc,12,0,0,0.0,1e-08,match
mimic_strict_main_temporal_results.csv,brier,12,0,0,0.0,1e-08,match
mimic_strict_main_temporal_results.csv,calibration_intercept,12,0,0,0.0,1e-08,match
mimic_strict_main_temporal_results.csv,calibration_slope,12,0,0,0.0,1e-08,match
mimic_strict_main_temporal_results.csv,multiclass_log_loss,12,0,0,0.0,1e-08,match
mimic_strict_main_temporal_results.csv,multiclass_brier,12,0,0,0.0,1e-08,match
